basket_id,basket_items,recommended_items,recommended_items_details
8256966,Namkeen; Snacky Nuts; Jaggery; Whole Spices; Sugar; Mosquito Repellent; Healthy & Digestive Biscuits; Organic Rice & Rice Products; Honey; Liquid Soaps & Bars,Other Dals; Other Vegetables; Beans; Root Vegetables; Toor Dal; Moong Dal; Brinjals; Gourd & Cucumber; Urad Dal; Sooji & Rava,"Other Dals (Conf: 0.8247, Lift: 1.7970, Factor: 1); Other Vegetables (Conf: 0.7778, Lift: 1.6833, Factor: 1); Beans (Conf: 0.7032, Lift: 1.5813, Factor: 1); Root Vegetables (Conf: 0.6812, Lift: 1.6723, Factor: 1); Toor Dal (Conf: 0.6773, Lift: 1.7541, Factor: 1); Moong Dal (Conf: 0.5867, Lift: 1.7420, Factor: 1); Brinjals (Conf: 0.5681, Lift: 1.7404, Factor: 1); Gourd & Cucumber (Conf: 0.5155, Lift: 1.6354, Factor: 1); Urad Dal (Conf: 0.4881, Lift: 1.6492, Factor: 1); Sooji & Rava (Conf: 0.4704, Lift: 1.6518, Factor: 1)"
8258691,Sooji & Rava; Cookies; Beans; Other Dals; Moong Dal; Raw Rice; Toor Dal,Other Vegetables; Root Vegetables; Whole Spices; Sugar; Brinjals; Gourd & Cucumber; Urad Dal; Banana; Raw Peanuts; Sunflower Oils,"Other Vegetables (Conf: 0.6772, Lift: 1.4656, Factor: 1); Root Vegetables (Conf: 0.5972, Lift: 1.4661, Factor: 1); Whole Spices (Conf: 0.5895, Lift: 1.4459, Factor: 1); Sugar (Conf: 0.5119, Lift: 1.4630, Factor: 1); Brinjals (Conf: 0.4766, Lift: 1.4603, Factor: 1); Gourd & Cucumber (Conf: 0.4412, Lift: 1.3996, Factor: 1); Urad Dal (Conf: 0.4187, Lift: 1.4148, Factor: 1); Banana (Conf: 0.3211, Lift: 1.4170, Factor: 1); Raw Peanuts (Conf: 0.2599, Lift: 1.4663, Factor: 1); Sunflower Oils (Conf: 0.2435, Lift: 1.3027, Factor: 1)"
8261883,Liquid Detergent; Sunflower Oils; Sugar; Sooji & Rava; Toor Dal; Liquid Soaps & Bars; Avalakki / Poha,Other Dals; Other Vegetables; Beans; Whole Spices; Root Vegetables; Moong Dal; Brinjals; Gourd & Cucumber; Urad Dal; Raw Rice,"Other Dals (Conf: 0.6967, Lift: 1.5180, Factor: 1); Other Vegetables (Conf: 0.6923, Lift: 1.4984, Factor: 1); Beans (Conf: 0.6744, Lift: 1.5166, Factor: 1); Whole Spices (Conf: 0.6202, Lift: 1.5211, Factor: 1); Root Vegetables (Conf: 0.6127, Lift: 1.5041, Factor: 1); Moong Dal (Conf: 0.5074, Lift: 1.5066, Factor: 1); Brinjals (Conf: 0.4946, Lift: 1.5153, Factor: 1); Gourd & Cucumber (Conf: 0.4795, Lift: 1.5213, Factor: 1); Urad Dal (Conf: 0.4342, Lift: 1.4672, Factor: 1); Raw Rice (Conf: 0.3537, Lift: 1.5122, Factor: 1)"
8262498,"Namkeen; Other Rice Products; Moong Dal; Cookies; Toor Dal; Namkeen; Sooji & Rava; Other Dals; Glucose, Marie & Milk Biscuits",Other Vegetables; Beans; Whole Spices; Root Vegetables; Sugar; Brinjals; Gourd & Cucumber; Urad Dal; Banana; Raw Rice,"Other Vegetables (Conf: 0.6842, Lift: 1.4808, Factor: 1); Beans (Conf: 0.6542, Lift: 1.4711, Factor: 1); Whole Spices (Conf: 0.6037, Lift: 1.4806, Factor: 1); Root Vegetables (Conf: 0.5972, Lift: 1.4661, Factor: 1); Sugar (Conf: 0.5119, Lift: 1.4630, Factor: 1); Brinjals (Conf: 0.4837, Lift: 1.4820, Factor: 1); Gourd & Cucumber (Conf: 0.4412, Lift: 1.3996, Factor: 1); Urad Dal (Conf: 0.4187, Lift: 1.4148, Factor: 1); Banana (Conf: 0.3211, Lift: 1.4170, Factor: 1); Raw Rice (Conf: 0.3118, Lift: 1.3330, Factor: 1)"
8263472,Whole Spices; Other Vegetables; Mosquito Repellent; Urad Dal; Cookies; Whole Spices; Other Vegetables,Other Dals; Beans; Root Vegetables; Toor Dal; Sugar; Moong Dal; Brinjals; Gourd & Cucumber; Sooji & Rava; Raw Rice,"Other Dals (Conf: 0.8025, Lift: 1.7485, Factor: 1); Beans (Conf: 0.7143, Lift: 1.6062, Factor: 1); Root Vegetables (Conf: 0.6812, Lift: 1.6723, Factor: 1); Toor Dal (Conf: 0.6743, Lift: 1.7463, Factor: 1); Sugar (Conf: 0.6299, Lift: 1.8003, Factor: 1); Moong Dal (Conf: 0.6090, Lift: 1.8081, Factor: 1); Brinjals (Conf: 0.5747, Lift: 1.7606, Factor: 1); Gourd & Cucumber (Conf: 0.5708, Lift: 1.8106, Factor: 1); Sooji & Rava (Conf: 0.5224, Lift: 1.8344, Factor: 1); Raw Rice (Conf: 0.3793, Lift: 1.6216, Factor: 1)"
8265380,Cookies; Other Vegetables; Raw Rice; Sooji & Rava; Other Dals; Liquid Soaps & Bars; Sunflower Oils,Beans; Whole Spices; Root Vegetables; Toor Dal; Sugar; Moong Dal; Brinjals; Gourd & Cucumber; Urad Dal; Banana,"Beans (Conf: 0.7059, Lift: 1.5873, Factor: 1); Whole Spices (Conf: 0.6638, Lift: 1.6280, Factor: 1); Root Vegetables (Conf: 0.6332, Lift: 1.5545, Factor: 1); Toor Dal (Conf: 0.6204, Lift: 1.6068, Factor: 1); Sugar (Conf: 0.5694, Lift: 1.6274, Factor: 1); Moong Dal (Conf: 0.5533, Lift: 1.6429, Factor: 1); Brinjals (Conf: 0.5292, Lift: 1.6213, Factor: 1); Gourd & Cucumber (Conf: 0.5093, Lift: 1.6156, Factor: 1); Urad Dal (Conf: 0.4619, Lift: 1.5606, Factor: 1); Banana (Conf: 0.3551, Lift: 1.5672, Factor: 1)"
8265392,Cookies; Raw Peanuts; Boiled Rice; Gourd & Cucumber; Chilli & Soya Sauces; Cookies; Beans; Toor Dal; Gourd & Cucumber,Other Dals; Whole Spices; Other Vegetables; Sugar; Moong Dal; Root Vegetables; Urad Dal; Sooji & Rava; Brinjals; Raw Rice,"Other Dals (Conf: 0.7887, Lift: 1.7185, Factor: 1); Whole Spices (Conf: 0.7705, Lift: 1.8898, Factor: 1); Other Vegetables (Conf: 0.7358, Lift: 1.5926, Factor: 1); Sugar (Conf: 0.6571, Lift: 1.8781, Factor: 1); Moong Dal (Conf: 0.6393, Lift: 1.8983, Factor: 1); Root Vegetables (Conf: 0.6164, Lift: 1.5134, Factor: 1); Urad Dal (Conf: 0.5585, Lift: 1.8870, Factor: 1); Sooji & Rava (Conf: 0.5345, Lift: 1.8768, Factor: 1); Brinjals (Conf: 0.5338, Lift: 1.6353, Factor: 1); Raw Rice (Conf: 0.3537, Lift: 1.5122, Factor: 1)"
8265546,Cookies; Shaving Blade & Razors; Other Vegetables; Namkeen; Honey; Exotic Vegetables; Other Sauces; Cooking Sauce; Maida; Toor Dal,Other Dals; Whole Spices; Sugar; Moong Dal; Urad Dal; Beans; Sooji & Rava; Root Vegetables; Brinjals; Gourd & Cucumber,"Other Dals (Conf: 0.7782, Lift: 1.6956, Factor: 1); Whole Spices (Conf: 0.7431, Lift: 1.8227, Factor: 1); Sugar (Conf: 0.7101, Lift: 2.0295, Factor: 1); Moong Dal (Conf: 0.6949, Lift: 2.0633, Factor: 1); Urad Dal (Conf: 0.6797, Lift: 2.2966, Factor: 1); Beans (Conf: 0.6542, Lift: 1.4711, Factor: 1); Sooji & Rava (Conf: 0.6524, Lift: 2.2910, Factor: 1); Root Vegetables (Conf: 0.6127, Lift: 1.5041, Factor: 1); Brinjals (Conf: 0.5747, Lift: 1.7606, Factor: 1); Gourd & Cucumber (Conf: 0.5361, Lift: 1.7008, Factor: 1)"
8268096,Other Dry Fruits; Cookies; Almonds; Cashews; Ghee; Raisins,Urad Dal; Sooji & Rava; Sugar; Whole Spices; Other Dals; Moong Dal; Toor Dal; Raw Peanuts; Avalakki / Poha; Beans,"Urad Dal (Conf: 0.7181, Lift: 2.4265, Factor: 1); Sooji & Rava (Conf: 0.6935, Lift: 2.4354, Factor: 1); Sugar (Conf: 0.6014, Lift: 3.1787, Factor: 1); Whole Spices (Conf: 0.6014, Lift: 3.1787, Factor: 1); Other Dals (Conf: 0.5533, Lift: 2.4296, Factor: 1); Moong Dal (Conf: 0.5533, Lift: 2.4296, Factor: 1); Toor Dal (Conf: 0.5123, Lift: 3.4178, Factor: 1); Raw Peanuts (Conf: 0.4413, Lift: 4.0327, Factor: 1); Avalakki / Poha (Conf: 0.2111, Lift: 2.1736, Factor: 1); Beans (Conf: 0.1977, Lift: 1.2159, Factor: 0.5)"
8268678,Cookies; Other Dals; Ghee; Namkeen; Toor Dal; Moong Dal; Boiled Rice; Sooji & Rava; Raw Rice; Whole Spices; Maida,Other Vegetables; Beans; Root Vegetables; Sugar; Brinjals; Gourd & Cucumber; Urad Dal; Banana; Sunflower Oils; Raw Peanuts,"Other Vegetables (Conf: 0.6180, Lift: 1.3376, Factor: 1); Beans (Conf: 0.5974, Lift: 1.3434, Factor: 1); Root Vegetables (Conf: 0.5429, Lift: 1.3327, Factor: 1); Sugar (Conf: 0.4686, Lift: 1.3392, Factor: 1); Brinjals (Conf: 0.4409, Lift: 1.3508, Factor: 1); Gourd & Cucumber (Conf: 0.4245, Lift: 1.3466, Factor: 1); Urad Dal (Conf: 0.3842, Lift: 1.2983, Factor: 1); Banana (Conf: 0.3015, Lift: 1.3304, Factor: 1); Sunflower Oils (Conf: 0.2487, Lift: 1.3308, Factor: 1); Raw Peanuts (Conf: 0.2309, Lift: 1.3027, Factor: 1)"
8269031,Organic F&V; Face Wash; Basmati Rice; Ice Creams & Desserts; Organic Dals & Pulses; Regular Pasta; Root Vegetables; Exotic Vegetables; Brinjals; Organic F&V; Organic F&V; Cashews,Other Dals; Urad Dal; Whole Spices; Toor Dal; Sooji & Rava; Sugar; Other Vegetables; Moong Dal; Beans; Gourd & Cucumber,"Other Dals (Conf: 0.8208, Lift: 1.7883, Factor: 1); Urad Dal (Conf: 0.7941, Lift: 2.6832, Factor: 1); Whole Spices (Conf: 0.7692, Lift: 1.8867, Factor: 1); Toor Dal (Conf: 0.7460, Lift: 1.9321, Factor: 1); Sooji & Rava (Conf: 0.7059, Lift: 2.4787, Factor: 1); Sugar (Conf: 0.6701, Lift: 1.9150, Factor: 1); Other Vegetables (Conf: 0.6617, Lift: 1.4320, Factor: 1); Moong Dal (Conf: 0.6463, Lift: 1.9188, Factor: 1); Beans (Conf: 0.5721, Lift: 1.8839, Factor: 1); Gourd & Cucumber (Conf: 0.5600, Lift: 1.7765, Factor: 1)"
8269205,Bread; Cooking Paste; Honey; Other Oils; Organic Rice & Rice Products; Whole Spices; Sugar,Other Dals; Other Vegetables; Toor Dal; Beans; Root Vegetables; Urad Dal; Moong Dal; Brinjals; Gourd & Cucumber; Sooji & Rava,"Other Dals (Conf: 0.8247, Lift: 1.7970, Factor: 1); Other Vegetables (Conf: 0.7778, Lift: 1.6833, Factor: 1); Toor Dal (Conf: 0.7719, Lift: 1.9992, Factor: 1); Beans (Conf: 0.7032, Lift: 1.5813, Factor: 1); Root Vegetables (Conf: 0.6812, Lift: 1.6723, Factor: 1); Urad Dal (Conf: 0.5934, Lift: 2.0051, Factor: 1); Moong Dal (Conf: 0.5670, Lift: 1.6834, Factor: 1); Brinjals (Conf: 0.5267, Lift: 1.6138, Factor: 1); Gourd & Cucumber (Conf: 0.5155, Lift: 1.6354, Factor: 1); Sooji & Rava (Conf: 0.4704, Lift: 1.6518, Factor: 1)"
8269393,Urad Dal; Whole Spices; Whole Spices; Cookies; Toor Dal; Other Dals; Cashews; Whole Spices; Whole Spices,Other Vegetables; Beans; Root Vegetables; Sugar; Moong Dal; Brinjals; Gourd & Cucumber; Sooji & Rava; Raw Rice; Banana,"Other Vegetables (Conf: 0.6488, Lift: 1.4042, Factor: 1); Beans (Conf: 0.6115, Lift: 1.3751, Factor: 1); Root Vegetables (Conf: 0.5694, Lift: 1.3980, Factor: 1); Sugar (Conf: 0.4652, Lift: 1.3294, Factor: 1); Moong Dal (Conf: 0.4643, Lift: 1.3785, Factor: 1); Brinjals (Conf: 0.4581, Lift: 1.4037, Factor: 1); Gourd & Cucumber (Conf: 0.4339, Lift: 1.3764, Factor: 1); Sooji & Rava (Conf: 0.3882, Lift: 1.3632, Factor: 1); Raw Rice (Conf: 0.3278, Lift: 1.4012, Factor: 1); Banana (Conf: 0.3000, Lift: 1.3240, Factor: 1)"
8269483,Cookies; Toor Dal; Other Dals; Cream Biscuits; Sugar; Other Dals; Other Dals; Avalakki / Poha,Other Vegetables; Beans; Whole Spices; Root Vegetables; Moong Dal; Brinjals; Gourd & Cucumber; Sooji & Rava; Urad Dal; Raw Rice,"Other Vegetables (Conf: 0.7236, Lift: 1.5660, Factor: 1); Beans (Conf: 0.6882, Lift: 1.5475, Factor: 1); Whole Spices (Conf: 0.6384, Lift: 1.5658, Factor: 1); Root Vegetables (Conf: 0.6332, Lift: 1.5545, Factor: 1); Moong Dal (Conf: 0.5149, Lift: 1.5286, Factor: 1); Brinjals (Conf: 0.5093, Lift: 1.5602, Factor: 1); Gourd & Cucumber (Conf: 0.4859, Lift: 1.5415, Factor: 1); Sooji & Rava (Conf: 0.4441, Lift: 1.5596, Factor: 1); Urad Dal (Conf: 0.3842, Lift: 1.2983, Factor: 1); Raw Rice (Conf: 0.3629, Lift: 1.5513, Factor: 1)"
8269882,Exotic Vegetables; Other Vegetables; Sunflower Oils; Banana; Mango Juices; Cookies; Beans,Sooji & Rava; Whole Spices; Toor Dal; Other Dals; Urad Dal; Moong Dal; Sugar; Gourd & Cucumber; Root Vegetables; Brinjals,"Sooji & Rava (Conf: 0.7545, Lift: 2.6496, Factor: 1); Whole Spices (Conf: 0.7532, Lift: 1.8473, Factor: 1); Toor Dal (Conf: 0.7477, Lift: 1.9363, Factor: 1); Other Dals (Conf: 0.7112, Lift: 1.5496, Factor: 1); Urad Dal (Conf: 0.7059, Lift: 2.3851, Factor: 1); Moong Dal (Conf: 0.6800, Lift: 2.0190, Factor: 1); Sugar (Conf: 0.6742, Lift: 1.9267, Factor: 1); Gourd & Cucumber (Conf: 0.6091, Lift: 1.9323, Factor: 1); Root Vegetables (Conf: 0.6022, Lift: 1.4783, Factor: 1); Brinjals (Conf: 0.5747, Lift: 1.7606, Factor: 1)"
8270508,Cookies; Instant Noodles; Raw Rice; Whole Spices; Sugar; Ground Coffee,Other Dals; Other Vegetables; Beans; Root Vegetables; Toor Dal; Moong Dal; Brinjals; Gourd & Cucumber; Urad Dal; Sooji & Rava,"Other Dals (Conf: 0.7823, Lift: 1.7044, Factor: 1); Other Vegetables (Conf: 0.7778, Lift: 1.6833, Factor: 1); Beans (Conf: 0.7032, Lift: 1.5813, Factor: 1); Root Vegetables (Conf: 0.6812, Lift: 1.6723, Factor: 1); Toor Dal (Conf: 0.5912, Lift: 1.5312, Factor: 1); Moong Dal (Conf: 0.5670, Lift: 1.6834, Factor: 1); Brinjals (Conf: 0.5267, Lift: 1.6138, Factor: 1); Gourd & Cucumber (Conf: 0.5155, Lift: 1.6354, Factor: 1); Urad Dal (Conf: 0.4881, Lift: 1.6492, Factor: 1); Sooji & Rava (Conf: 0.4704, Lift: 1.6518, Factor: 1)"
8271902,Namkeen; Salty Biscuits; Other Vegetables; Maida; Raw Rice; Other Dals; Namkeen; Other Vegetables; Besan; Whole Spices,Beans; Root Vegetables; Toor Dal; Moong Dal; Sugar; Brinjals; Gourd & Cucumber; Sooji & Rava; Urad Dal; Banana,"Beans (Conf: 0.7477, Lift: 1.6815, Factor: 1); Root Vegetables (Conf: 0.6812, Lift: 1.6723, Factor: 1); Toor Dal (Conf: 0.6452, Lift: 1.6709, Factor: 1); Moong Dal (Conf: 0.5668, Lift: 1.6829, Factor: 1); Sugar (Conf: 0.5471, Lift: 1.5635, Factor: 1); Brinjals (Conf: 0.5157, Lift: 1.5800, Factor: 1); Gourd & Cucumber (Conf: 0.5155, Lift: 1.6354, Factor: 1); Sooji & Rava (Conf: 0.4704, Lift: 1.6518, Factor: 1); Urad Dal (Conf: 0.4402, Lift: 1.4873, Factor: 1); Banana (Conf: 0.3551, Lift: 1.5672, Factor: 1)"
8273082,Brinjals; Other Vegetables; Organic Rice & Rice Products; Organic F&V; Organic Flours; Organic Juices,Other Dals; Urad Dal; Whole Spices; Toor Dal; Sooji & Rava; Sugar; Moong Dal; Root Vegetables; Beans; Raw Peanuts,"Other Dals (Conf: 0.8208, Lift: 1.7883, Factor: 1); Urad Dal (Conf: 0.7941, Lift: 2.6832, Factor: 1); Whole Spices (Conf: 0.7692, Lift: 1.8867, Factor: 1); Toor Dal (Conf: 0.7460, Lift: 1.9321, Factor: 1); Sooji & Rava (Conf: 0.7030, Lift: 2.4687, Factor: 1); Sugar (Conf: 0.6772, Lift: 1.9353, Factor: 1); Moong Dal (Conf: 0.6471, Lift: 1.9212, Factor: 1); Root Vegetables (Conf: 0.5855, Lift: 1.4374, Factor: 1); Beans (Conf: 0.5721, Lift: 1.8839, Factor: 1); Raw Peanuts (Conf: 0.5061, Lift: 2.8551, Factor: 1)"
8273464,Urad Dal; Ground Coffee; Health Drinks; Whole Spices; Sugar; Whole Spices; Moong Dal; Whole Spices; Sooji & Rava; Jaggery; Boiled Rice; Sooji & Rava; Whole Spices; Whole Spices,Other Vegetables; Other Dals; Beans; Root Vegetables; Toor Dal; Brinjals; Gourd & Cucumber; Raw Rice; Banana; Organic F&V,"Other Vegetables (Conf: 0.6273, Lift: 1.3576, Factor: 1); Other Dals (Conf: 0.6230, Lift: 1.3575, Factor: 1); Beans (Conf: 0.6044, Lift: 1.3591, Factor: 1); Root Vegetables (Conf: 0.5523, Lift: 1.3559, Factor: 1); Toor Dal (Conf: 0.5202, Lift: 1.3472, Factor: 1); Brinjals (Conf: 0.4412, Lift: 1.3517, Factor: 1); Gourd & Cucumber (Conf: 0.4255, Lift: 1.3499, Factor: 1); Raw Rice (Conf: 0.3180, Lift: 1.3593, Factor: 1); Banana (Conf: 0.2944, Lift: 1.2993, Factor: 1); Organic F&V (Conf: 0.2380, Lift: 1.3308, Factor: 1)"
8273657,Maida; Whole Spices; Cream Biscuits; Urad Dal; Sooji & Rava; Raw Rice; Whole Spices; Sugar; Sunflower Oils; Toor Dal; Jaggery; Other Dals,Other Vegetables; Beans; Root Vegetables; Moong Dal; Brinjals; Gourd & Cucumber; Banana; Avalakki / Poha; Organic F&V; Raw Peanuts,"Other Vegetables (Conf: 0.5755, Lift: 1.2456, Factor: 1); Beans (Conf: 0.5556, Lift: 1.2493, Factor: 1); Root Vegetables (Conf: 0.5048, Lift: 1.2394, Factor: 1); Moong Dal (Conf: 0.4202, Lift: 1.2477, Factor: 1); Brinjals (Conf: 0.3668, Lift: 1.1238, Factor: 1); Gourd & Cucumber (Conf: 0.3529, Lift: 1.1197, Factor: 1); Banana (Conf: 0.2801, Lift: 1.2361, Factor: 1); Avalakki / Poha (Conf: 0.2140, Lift: 1.2477, Factor: 1); Organic F&V (Conf: 0.2091, Lift: 1.1693, Factor: 1); Raw Peanuts (Conf: 0.2059, Lift: 1.1617, Factor: 1)"
8273931,Sugar; Other Dals; Moong Dal; Bread; Whole Spices; Sunflower Oils; Toor Dal; Health Drinks; Urad Dal; Boiled Rice,Other Vegetables; Beans; Root Vegetables; Brinjals; Gourd & Cucumber; Sooji & Rava; Raw Rice; Banana; Organic F&V; Avalakki / Poha,"Other Vegetables (Conf: 0.5755, Lift: 1.2456, Factor: 1); Beans (Conf: 0.5616, Lift: 1.2630, Factor: 1); Root Vegetables (Conf: 0.5143, Lift: 1.2628, Factor: 1); Brinjals (Conf: 0.4000, Lift: 1.2255, Factor: 1); Gourd & Cucumber (Conf: 0.3741, Lift: 1.1869, Factor: 1); Sooji & Rava (Conf: 0.3507, Lift: 1.2315, Factor: 1); Raw Rice (Conf: 0.2909, Lift: 1.2437, Factor: 1); Banana (Conf: 0.2801, Lift: 1.2361, Factor: 1); Organic F&V (Conf: 0.2123, Lift: 1.1874, Factor: 1); Avalakki / Poha (Conf: 0.2106, Lift: 1.2283, Factor: 1)"
8274447,Whole Spices; Root Vegetables; Moong Dal; Sunflower Oils; Instant Pastas; Organic F&V; Whole Spices,Other Vegetables; Other Dals; Beans; Toor Dal; Sugar; Brinjals; Gourd & Cucumber; Urad Dal; Sooji & Rava; Raw Rice,"Other Vegetables (Conf: 0.7778, Lift: 1.6833, Factor: 1); Other Dals (Conf: 0.7664, Lift: 1.6698, Factor: 1); Beans (Conf: 0.7515, Lift: 1.6899, Factor: 1); Toor Dal (Conf: 0.6222, Lift: 1.6114, Factor: 1); Sugar (Conf: 0.6045, Lift: 1.7276, Factor: 1); Brinjals (Conf: 0.5482, Lift: 1.6795, Factor: 1); Gourd & Cucumber (Conf: 0.5283, Lift: 1.6760, Factor: 1); Urad Dal (Conf: 0.5000, Lift: 1.6895, Factor: 1); Sooji & Rava (Conf: 0.4891, Lift: 1.7176, Factor: 1); Raw Rice (Conf: 0.3903, Lift: 1.6685, Factor: 1)"
8275185,Other Oils; Yogurt & Lassi; Root Vegetables; Brinjals; Ground Coffee; Root Vegetables,Other Dals; Whole Spices; Toor Dal; Urad Dal; Sooji & Rava; Sugar; Other Vegetables; Moong Dal; Raw Peanuts; Beans,"Other Dals (Conf: 0.8208, Lift: 1.7883, Factor: 1); Whole Spices (Conf: 0.7692, Lift: 1.8867, Factor: 1); Toor Dal (Conf: 0.7460, Lift: 1.9321, Factor: 1); Urad Dal (Conf: 0.7273, Lift: 2.4574, Factor: 1); Sooji & Rava (Conf: 0.7059, Lift: 2.4787, Factor: 1); Sugar (Conf: 0.6701, Lift: 1.9150, Factor: 1); Other Vegetables (Conf: 0.6617, Lift: 1.4320, Factor: 1); Moong Dal (Conf: 0.6463, Lift: 1.9188, Factor: 1); Raw Peanuts (Conf: 0.5852, Lift: 3.3012, Factor: 1); Beans (Conf: 0.5721, Lift: 1.8839, Factor: 1)"
8275225,Whole Spices; Raw Peanuts; Urad Dal; Other Dals; Sunflower Oils; Whole Spices; Cooking Paste; Whole Spices,Other Vegetables; Beans; Root Vegetables; Toor Dal; Sugar; Moong Dal; Brinjals; Gourd & Cucumber; Sooji & Rava; Raw Rice,"Other Vegetables (Conf: 0.6849, Lift: 1.4823, Factor: 1); Beans (Conf: 0.6508, Lift: 1.4634, Factor: 1); Root Vegetables (Conf: 0.6022, Lift: 1.4783, Factor: 1); Toor Dal (Conf: 0.5500, Lift: 1.4244, Factor: 1); Sugar (Conf: 0.5140, Lift: 1.4689, Factor: 1); Moong Dal (Conf: 0.4962, Lift: 1.4733, Factor: 1); Brinjals (Conf: 0.4649, Lift: 1.4243, Factor: 1); Gourd & Cucumber (Conf: 0.4618, Lift: 1.4649, Factor: 1); Sooji & Rava (Conf: 0.4138, Lift: 1.4530, Factor: 1); Raw Rice (Conf: 0.3180, Lift: 1.3595, Factor: 1)"
8276422,Maida; Beans; Organic Masalas & Spices; Honey; Exotic Vegetables; Shaving Blade & Razors,Urad Dal; Sooji & Rava; Whole Spices; Toor Dal; Other Vegetables; Sugar; Moong Dal; Other Dals; Gourd & Cucumber; Raw Peanuts,"Urad Dal (Conf: 0.8020, Lift: 2.7098, Factor: 1); Sooji & Rava (Conf: 0.7545, Lift: 2.6496, Factor: 1); Whole Spices (Conf: 0.7532, Lift: 1.8473, Factor: 1); Toor Dal (Conf: 0.7364, Lift: 1.9070, Factor: 1); Other Vegetables (Conf: 0.6641, Lift: 1.4374, Factor: 1); Sugar (Conf: 0.6571, Lift: 1.8781, Factor: 1); Moong Dal (Conf: 0.6393, Lift: 1.8983, Factor: 1); Other Dals (Conf: 0.6250, Lift: 2.7819, Factor: 1); Gourd & Cucumber (Conf: 0.5817, Lift: 1.8454, Factor: 1); Raw Peanuts (Conf: 0.4828, Lift: 2.7234, Factor: 1)"
8276533,Whole Spices; Organic Masalas & Spices; Ghee; Bread; Toor Dal; Root Vegetables; Whole Spices; Health Drinks,Other Dals; Other Vegetables; Beans; Sugar; Moong Dal; Brinjals; Gourd & Cucumber; Sooji & Rava; Urad Dal; Raw Rice,"Other Dals (Conf: 0.8025, Lift: 1.7485, Factor: 1); Other Vegetables (Conf: 0.7778, Lift: 1.6833, Factor: 1); Beans (Conf: 0.7032, Lift: 1.5813, Factor: 1); Sugar (Conf: 0.6299, Lift: 1.8003, Factor: 1); Moong Dal (Conf: 0.5927, Lift: 1.7598, Factor: 1); Brinjals (Conf: 0.5778, Lift: 1.7702, Factor: 1); Gourd & Cucumber (Conf: 0.5361, Lift: 1.7008, Factor: 1); Sooji & Rava (Conf: 0.4704, Lift: 1.6518, Factor: 1); Urad Dal (Conf: 0.4402, Lift: 1.4873, Factor: 1); Raw Rice (Conf: 0.3793, Lift: 1.6216, Factor: 1)"
8277630,Beans; Other Vegetables; Other Vegetables; Cooking Paste; Whole Spices; Brinjals; Beans,Other Dals; Toor Dal; Root Vegetables; Sugar; Moong Dal; Gourd & Cucumber; Urad Dal; Sooji & Rava; Raw Rice; Sunflower Oils,"Other Dals (Conf: 0.8208, Lift: 1.7883, Factor: 1); Toor Dal (Conf: 0.7329, Lift: 1.8981, Factor: 1); Root Vegetables (Conf: 0.6812, Lift: 1.6723, Factor: 1); Sugar (Conf: 0.6627, Lift: 1.8940, Factor: 1); Moong Dal (Conf: 0.6378, Lift: 1.8937, Factor: 1); Gourd & Cucumber (Conf: 0.5923, Lift: 1.8790, Factor: 1); Urad Dal (Conf: 0.5585, Lift: 1.8870, Factor: 1); Sooji & Rava (Conf: 0.5402, Lift: 1.8968, Factor: 1); Raw Rice (Conf: 0.3793, Lift: 1.6216, Factor: 1); Sunflower Oils (Conf: 0.3516, Lift: 1.8810, Factor: 1)"
8279511,Whole Spices; Shaving Blade & Razors; Whole Spices; Other Dals; Honey; Sooji & Rava; Other Dals; Whole Spices; Whole Spices; Almonds; Whole Spices; Shaving Blade & Razors,Other Vegetables; Beans; Root Vegetables; Toor Dal; Sugar; Moong Dal; Brinjals; Gourd & Cucumber; Urad Dal; Raw Rice,"Other Vegetables (Conf: 0.7196, Lift: 1.5574, Factor: 1); Beans (Conf: 0.6942, Lift: 1.5611, Factor: 1); Root Vegetables (Conf: 0.6332, Lift: 1.5545, Factor: 1); Toor Dal (Conf: 0.5978, Lift: 1.5481, Factor: 1); Sugar (Conf: 0.5471, Lift: 1.5635, Factor: 1); Moong Dal (Conf: 0.5200, Lift: 1.5439, Factor: 1); Brinjals (Conf: 0.5093, Lift: 1.5602, Factor: 1); Gourd & Cucumber (Conf: 0.4879, Lift: 1.5478, Factor: 1); Urad Dal (Conf: 0.4619, Lift: 1.5606, Factor: 1); Raw Rice (Conf: 0.3563, Lift: 1.5231, Factor: 1)"
8279743,Moong Dal; Bread; Other Dals; Root Vegetables; Whole Spices; Whole Spices; Toor Dal; Other Vegetables; Other Rice Products; Other Dals,Beans; Sugar; Brinjals; Gourd & Cucumber; Urad Dal; Sooji & Rava; Raw Rice; Banana; Raw Peanuts; Sunflower Oils,"Beans (Conf: 0.6265, Lift: 1.4088, Factor: 1); Sugar (Conf: 0.4935, Lift: 1.4104, Factor: 1); Brinjals (Conf: 0.4651, Lift: 1.4250, Factor: 1); Gourd & Cucumber (Conf: 0.4514, Lift: 1.4321, Factor: 1); Urad Dal (Conf: 0.4187, Lift: 1.4148, Factor: 1); Sooji & Rava (Conf: 0.3882, Lift: 1.3632, Factor: 1); Raw Rice (Conf: 0.3278, Lift: 1.4012, Factor: 1); Banana (Conf: 0.3211, Lift: 1.4170, Factor: 1); Raw Peanuts (Conf: 0.2483, Lift: 1.4006, Factor: 1); Sunflower Oils (Conf: 0.2448, Lift: 1.3098, Factor: 1)"
