,0
2225,"Whole Spices,Raw Peanuts,Moong Dal,Sugar,Sooji & Rava,Urad Dal,Sooji & Rava,Maida,Boiled Rice,Jaggery,Avalakki / Poha,Whole Spices,Other Dals,Other Dals,Toor Dal,Whole Spices,Whole Spices,Whole Spices,Other Dals"
2226,"Other Vegetables,Other Dals,Raw Peanuts,Maida,Sooji & Rava,Sugar,Cooking Paste,Jaggery,Whole Spices,Instant Noodles,Instant Noodles,Cooking Sauce"
2227,"Whole Spices,Moong Dal,Other Dals,Other Dals,Whole Spices,Other Oils,Other Dals,Whole Spices,Whole Spices,Soya Products"
2228,"Gourd & Cucumber,Beans,Root Vegetables,Beans,Sugar,Banana,Other Dals,Cashews,Other Dry Fruits"
2229,"Other Vegetables,Gourd & Cucumber,Namkeen,Gourd & Cucumber,Sugar,Namkeen,Cream Biscuits,Whole Spices"
2230,"Beans,Moong Dal,Beans,Snacky Nuts,Gourd & Cucumber,Namkeen,Sugar,Jaggery,Namkeen,Snacky Nuts,Toor Dal,Other Dals,Raisins"
2231,"Whole Spices,Moong Dal,Sooji & Rava,Sooji & Rava,Sunflower Oils,Instant Noodles,Raisins,Hand Wash"
2232,"Toor Dal,Avalakki / Poha,Urad Dal,Sooji & Rava,Sooji & Rava,Sugar,Sooji & Rava,Raw Rice,Wafers,Glucose, Marie & Milk Biscuits,Health Drinks,Liquid Soaps & Bars,Toor Dal,Health Drinks"
2233,"Root Vegetables,Beans,Banana,Sooji & Rava,Other Rice Products,Urad Dal,Maida,Sunflower Oils,Boiled Rice,Organic F&V"
2234,"Moong Dal,Whole Spices,Toor Dal,Avalakki / Poha,Raw Peanuts,Sugar,Whole Spices,Sooji & Rava,Sooji & Rava,Sooji & Rava,Sunflower Oils,Other Flours,Whole Spices,Ghee,Urad Dal,Health Drinks,Other Dals,Whole Spices,Phenyles & Acids"
2235,"Root Vegetables,Other Vegetables,Other Vegetables,Exotic Vegetables,Beans,Gourd & Cucumber,Root Vegetables,Health Drinks"
2236,"Whole Spices,Moong Dal,Whole Spices,Avalakki / Poha,Raw Peanuts,Whole Spices,Whole Spices,Sooji & Rava,Rice Flour,Urad Dal,Jaggery,Other Oils,Ghee,Instant Noodles,Other Dals,Toor Dal,Whole Spices"
2237,"Root Vegetables,Other Vegetables,Gourd & Cucumber,Whole Spices,Urad Dal,Maida,Boiled Rice,Besan"
2238,"Other Vegetables,Other Vegetables,Root Vegetables,Gourd & Cucumber,Beans,Avalakki / Poha,Other Dals,Besan"
2239,"Root Vegetables,Other Vegetables,Beans,Beans,Other Vegetables,Gourd & Cucumber,Exotic Vegetables,Gourd & Cucumber,Sooji & Rava,Maida,Cakes,Root Vegetables"
2240,"Toor Dal,Sooji & Rava,Urad Dal,Sugar,Other Dals,Sunflower Oils,Boiled Rice,Whole Spices,Urad Dal,Whole Spices,Whole Spices"
2241,"Root Vegetables,Other Vegetables,Root Vegetables,Banana,Beans,Namkeen,Wafers,Eggs"
2242,"Bread,Brinjals,Root Vegetables,Whole Spices,Sooji & Rava,Moong Dal,Sugar,Whole Spices,Sooji & Rava,Urad Dal,Maida,Sunflower Oils,Other Flours,Chilli & Soya Sauces,Chilli & Soya Sauces,Other Dals"
2243,"Other Vegetables,Ground Coffee,Root Vegetables,Other Vegetables,Banana,Beans,Toor Dal,Brinjals"
2244,"Root Vegetables,Other Vegetables,Exotic Vegetables,Beans,Other Dals,Whole Spices,Exotic Vegetables,Toor Dal,Bread,Brinjals,Moong Dal,Raw Rice,Sunflower Oils,Urad Dal,Whole Spices"
2245,"Other Vegetables,Gourd & Cucumber,Exotic Vegetables,Whole Spices,Moong Dal,Other Dals,Health Drinks,Whole Spices"
2246,"Whole Spices,Whole Spices,Whole Spices,Whole Spices,Cooking Paste,Toor Dal,Raw Rice,Sugar,Sooji & Rava,Rice Flour,Maida,Ghee,Other Flours,Jaggery,Other Rice Products,Other Dals,Other Dals,Whole Spices,Whole Spices,Whole Spices,Moong Dal"
2247,"Other Vegetables,Whole Spices,Liquid Soaps & Bars,Bread,Boiled Rice,Other Dals,Sugar,Cashews,Other Dry Fruits,Liquid Soaps & Bars"
2248,"Other Vegetables,Bread,Beans,Other Vegetables,Beans,Other Dals,Moong Dal,Other Rice Products,Urad Dal,Other Dals,Sugar,Brinjals,Sunflower Oils,Root Vegetables,Toor Dal,Other Dals"
2249,"Root Vegetables,Root Vegetables,Raw Peanuts,Gourd & Cucumber,Raw Rice,Ready Mix,Brinjals,Yogurt & Lassi"
2250,"Raw Peanuts,Whole Spices,Whole Spices,Other Dals,Sooji & Rava,Moong Dal,Sugar,Boiled Rice,Urad Dal,Sunflower Oils,Other Dals,Whole Spices,Cashews,Raw Rice,Honey,Toor Dal,Whole Spices"
2251,"Banana,Beans,Whole Spices,Moong Dal,Toor Dal,Avalakki / Poha,Whole Spices,Sooji & Rava,Raw Rice,Instant Noodles,Other Rice Products"
2252,"Other Vegetables,Root Vegetables,Toor Dal,Beans,Maida,Sugar,Cream Biscuits,Raw Rice,Cream Biscuits,Cashews"
2253,"Toor Dal,Liquid Soaps & Bars,Urad Dal,Jaggery,Sunflower Oils,Sugar,Sunflower Oils,Raisins,Whole Spices,Brinjals,Phenyles & Acids"
2254,"Bread,Other Vegetables,Moong Dal,Beans,Root Vegetables,Whole Spices,Raw Rice,Other Dals"
2255,"Other Vegetables,Exotic Vegetables,Beans,Raw Peanuts,Toor Dal,Raw Rice,Sunflower Oils,Urad Dal"
2256,"Sunflower Oils,Root Vegetables,Beans,Other Vegetables,Gourd & Cucumber,Raw Rice,Urad Dal,Sugar,Brinjals,Toor Dal"
2257,"Brinjals,Other Vegetables,Beans,Gourd & Cucumber,Toor Dal,Other Dals,Other Dals,Other Dals,Urad Dal,Sugar,Brinjals,Cooking Paste"
2258,"Other Vegetables,Whole Spices,Whole Spices,Other Dals,Sooji & Rava,Other Dals,Organic Dals & Pulses,Organic Dals & Pulses,Organic Dals & Pulses,Namkeen,Whole Spices,Organic Masalas & Spices"
2259,"Other Vegetables,Beans,Namkeen,Exotic Vegetables,Beans,Brinjals,Sunflower Oils,Curd"
2260,"Beans,Whole Spices,Other Dals,Raw Rice,Jaggery,Cashews,Toor Dal,Other Dals"
2261,"Other Dals,Whole Spices,Moong Dal,Other Dals,Whole Spices,Maida,Whole Spices,Whole Spices,Besan,Moong Dal,Other Dals"
2262,"Sunflower Oils,Other Vegetables,Beans,Exotic Vegetables,Moong Dal,Urad Dal,Banana,Sugar,Ghee,Sugar,Brinjals,Raisins,Raisins,Urad Dal,Almonds,Cashews"
2263,"Root Vegetables,Brinjals,Other Vegetables,Banana,Beans,Other Vegetables,Brinjals,Brinjals,Boiled Rice,Shaving Blade & Razors,Toor Dal"
2264,"Other Vegetables,Beans,Whole Spices,Sooji & Rava,Sugar,Cream Biscuits,Almonds,Raisins,Organic F&V,Namkeen,Whole Spices,Raisins"
2265,"Root Vegetables,Beans,Beans,Gourd & Cucumber,Brinjals,Toor Dal,Other Dals,Banana,Maida,Other Dals,Gourd & Cucumber,Cashews,Whole Spices,Whole Spices"
2266,"Root Vegetables,Root Vegetables,Gourd & Cucumber,Sugar,Jaggery,Cashews,Organic F&V,Organic F&V,Organic F&V"
2267,"Other Vegetables,Other Vegetables,Gourd & Cucumber,Beans,Sugar,Sooji & Rava,Brinjals,Other Dals,Other Dals,Besan"
2268,"Root Vegetables,Root Vegetables,Gourd & Cucumber,Root Vegetables,Exotic Vegetables,Banana,Other Dals,Beans,Other Dry Fruits,Organic F&V,Organic F&V,Other Rice Products"
2269,"Root Vegetables,Gourd & Cucumber,Beans,Root Vegetables,Beans,Whole Spices,Cooking Paste,Namkeen,Gourd & Cucumber,Brinjals,Health Drinks,Namkeen,Avalakki / Poha,Salty Biscuits,Toor Dal,Other Dals"
2270,"Beans,Brinjals,Other Vegetables,Root Vegetables,Beans,Other Vegetables,Gourd & Cucumber,Exotic Vegetables"
2271,"Toor Dal,Urad Dal,Whole Spices,Sugar,Other Dals,Ghee,Whole Spices,Urad Dal"
2272,"Other Vegetables,Beans,Beans,Raw Peanuts,Sugar,Sooji & Rava,Jaggery,Cooking Paste,Instant Noodles,Avalakki / Poha,Shaving Blade & Razors,Cooking Sauce,Cream Biscuits,Sugar Cubes,Beans"
2273,"Other Vegetables,Other Vegetables,Gourd & Cucumber,Beans,Root Vegetables,Beans,Gourd & Cucumber,Other Dals,Brinjals,Namkeen,Salty Biscuits,Moong Dal"
2274,"Root Vegetables,Toor Dal,Organic F&V,Organic F&V,Organic F&V,Organic F&V,Organic F&V,Organic F&V"
2275,"Other Vegetables,Sunflower Oils,Root Vegetables,Toor Dal,Beans,Sugar,Ghee,Other Dry Fruits,Almonds,Other Dals"
2276,"Root Vegetables,Beans,Other Vegetables,Root Vegetables,Gourd & Cucumber,Raw Peanuts,Gourd & Cucumber,Ground Coffee,Brinjals"
2277,"Brinjals,Gourd & Cucumber,Beans,Beans,Maida,Ghee,Namkeen,Namkeen,Raw Rice"
2278,"Root Vegetables,Chips,Banana,Beans,Sugar,Bread,Rice Flour,Sunflower Oils,Chips,Cashews"
2279,"Other Vegetables,Root Vegetables,Beans,Moong Dal,Whole Spices,Other Dals,Sugar,Bread,Sooji & Rava,Other Insect Repellent,Sooji & Rava,Almonds,Other Dals,Agarbatti"
2280,"Root Vegetables,Root Vegetables,Beans,Whole Spices,Namkeen,Gourd & Cucumber,Cream Biscuits,Chips,Snacky Nuts,Whole Spices,Whole Spices,Whole Spices"
2281,"Other Vegetables,Other Dals,Namkeen,Urad Dal,Sunflower Oils,Namkeen,Namkeen,Other Dals"
2282,"Bread,Other Vegetables,Root Vegetables,Other Vegetables,Beans,Banana,Gourd & Cucumber,Other Dry Fruits,Cashews"
2283,"Other Vegetables,Brinjals,Beans,Namkeen,Namkeen,Namkeen,Namkeen,Namkeen"
2284,"Bread,Beans,Brinjals,Root Vegetables,Banana,Moong Dal,Bread,Ghee,Other Dals"
2285,"Moong Dal,Raw Rice,Urad Dal,Sugar,Other Flours,Whole Spices,Raisins,Health Drinks"
2286,"Root Vegetables,Other Vegetables,Root Vegetables,Gourd & Cucumber,Beans,Whole Spices,Sooji & Rava,Moong Dal,Other Dals,Maida,Regular Pasta,Whole Spices"
2287,"Root Vegetables,Other Vegetables,Snacky Nuts,Buns & Pavs,Boiled Rice,Organic F&V,Organic F&V,Buttermilk,Organic F&V"
2288,"Other Vegetables,Root Vegetables,Gourd & Cucumber,Beans,Avalakki / Poha,Bread,Gourd & Cucumber,Brinjals"
2289,"Other Vegetables,Whole Spices,Whole Spices,Other Dry Fruits,Cashews,Yogurt & Lassi,Almonds,Curd"
2290,"Other Vegetables,Beans,Whole Spices,Avalakki / Poha,Sooji & Rava,Beans,Boiled Rice,Brinjals,Raw Rice,Chilli & Soya Sauces,Toor Dal,Other Dals,Eggs"
2291,"Banana,Whole Spices,Organic Masalas & Spices,Organic Dals & Pulses,Organic Dals & Pulses,Raw Rice,Other Dals,Raw Rice,Cashews,Whole Spices"
2292,"Brinjals,Brinjals,Beans,Gourd & Cucumber,Moong Dal,Urad Dal,Toor Dal,Chinese Noodles,Raw Rice"
2293,"Root Vegetables,Other Vegetables,Root Vegetables,Beans,Raw Peanuts,Other Dals,Urad Dal,Liquid Detergent,Other Dry Fruits,Almonds,Raw Rice,Cashews,Toor Dal,Other Dals,Other Rice Products"
2294,"Bread,Other Vegetables,Other Vegetables,Whole Spices,Whole Spices,Moong Dal,Other Dals,Toor Dal,Glucose, Marie & Milk Biscuits,Other Dals"
2295,"Other Vegetables,Gourd & Cucumber,Sooji & Rava,Other Dals,Whole Spices,Urad Dal,Other Dals,Health Drinks"
2296,"Bread,Beans,Other Vegetables,Other Vegetables,Gourd & Cucumber,Beans,Cooking Sauce,Organic F&V,Organic F&V,Beans"
2297,"Other Vegetables,Brinjals,Banana,Whole Spices,Exotic Vegetables,Other Dals,Toor Dal,Other Dals,Other Dals,Whole Spices,Urad Dal,Whole Spices,Whole Spices"
2298,"Root Vegetables,Gourd & Cucumber,Beans,Brinjals,Avalakki / Poha,Beans,Cooking Paste,Brinjals,Toor Dal,Liquid Soaps & Bars"
2299,"Other Vegetables,Gourd & Cucumber,Root Vegetables,Moong Dal,Beans,Other Dals,Moong Dal,Regular Pasta"
2300,"Sooji & Rava,Moong Dal,Sugar,Raw Rice,Boiled Rice,Urad Dal,Instant Noodles,Other Dals"
2301,"Brinjals,Namkeen,Namkeen,Namkeen,Namkeen,Wafers,Namkeen,Liquid Soaps & Bars,Regular Pasta"
2302,"Root Vegetables,Other Vegetables,Gourd & Cucumber,Beans,Chinese Noodles,Raisins,Instant Noodles,Organic F&V,Organic F&V,Organic F&V,Organic F&V,Whole Spices"
2303,"Root Vegetables,Brinjals,Other Vegetables,Other Vegetables,Root Vegetables,Banana,Exotic Vegetables,Beans,Organic F&V,Organic F&V,Organic F&V"
2304,"Raw Rice,Other Rice Products,Other Flours,Cakes,Yogurt & Lassi,Yogurt & Lassi,Curd,Milk Drinks"
2305,"Other Vegetables,Root Vegetables,Gourd & Cucumber,Root Vegetables,Beans,Raw Rice,Sugar,Sunflower Oils,Cookies"
2306,"Root Vegetables,Other Vegetables,Brinjals,Gourd & Cucumber,Sooji & Rava,Beans,Banana,Namkeen,Namkeen,Whole Spices"
2307,"Ground Coffee,Toor Dal,Moong Dal,Other Dals,Whole Spices,Sooji & Rava,Sugar,Rice Flour,Sugar,Whole Spices,Toor Dal,Whole Spices"
2308,"Other Vegetables,Other Vegetables,Beans,Raw Peanuts,Moong Dal,Avalakki / Poha,Sooji & Rava,Urad Dal,Sugar,Raw Rice,Mosquito Repellent,Other Dals,Besan,Other Dals"
2309,"Other Vegetables,Root Vegetables,Banana,Beans,Gourd & Cucumber,Whole Spices,Raw Peanuts,Urad Dal,Sugar,Beans,Organic F&V,Brinjals"
2310,"Moong Dal,Toor Dal,Urad Dal,Sooji & Rava,Boiled Rice,Jaggery,Sugar,Besan,Sunflower Oils"
2311,"Whole Spices,Whole Spices,Avalakki / Poha,Urad Dal,Sugar,Jaggery,Other Dals,Toor Dal"
2312,"Other Vegetables,Other Vegetables,Gourd & Cucumber,Brinjals,Other Dals,Other Dals,Toor Dal,Other Dals,Other Rice Products"
2313,"Banana,Bread,Boiled Rice,Other Dals,Instant Pastas,Whole Spices,Namkeen,Cashews,Other Rice Products,Wafers,Cream Biscuits,Whole Spices,Eggs,Soya Products"
2314,"Other Vegetables,Banana,Beans,Toor Dal,Moong Dal,Other Dals,Gourd & Cucumber,Other Dals,Cream Biscuits,Ready Baking Mixes,Raisins,Organic F&V,Basmati Rice,Other Dals,Eggs"
2315,"Other Vegetables,Other Vegetables,Banana,Gourd & Cucumber,Beans,Cooking Paste,Beans,Sooji & Rava,Besan,Mango Juices,Glucose, Marie & Milk Biscuits,Whole Spices,Soya Products"
2316,"Other Vegetables,Root Vegetables,Beans,Gourd & Cucumber,Ghee,Basmati Rice,Organic F&V,Organic F&V,Eggs"
2317,"Gourd & Cucumber,Liquid Soaps & Bars,Raw Rice,Aluminium Foil & Cling Wrap,Other Rice Products,Urad Dal,Besan,Maida,Sugar,Toor Dal,Whole Spices,Cooking Sauce"
2318,"Root Vegetables,Brinjals,Maida,Other Dals,Cream Biscuits,Whole Spices,Beans,Eggs"
2319,"Brinjals,Moong Dal,Gourd & Cucumber,Raw Rice,Namkeen,Namkeen,Namkeen,Namkeen,Toor Dal"
2320,"Root Vegetables,Other Vegetables,Beans,Gourd & Cucumber,Other Dals,Toor Dal,Moong Dal,Other Dals,Namkeen,Moong Dal,Urad Dal,Urad Dal,Other Dals,Other Dals"
2321,"Whole Spices,Avalakki / Poha,Raw Peanuts,Sugar,Whole Spices,Urad Dal,Whole Spices,Toor Dal,Sunflower Oils,Other Dals,Other Dals,Whole Spices,Whole Spices,Whole Spices,Moong Dal"
2322,"Other Dals,Sooji & Rava,Maida,Moong Dal,Sugar,Besan,Toor Dal,Other Dals"
2323,"Root Vegetables,Brinjals,Brinjals,Other Vegetables,Other Vegetables,Root Vegetables,Moong Dal,Exotic Vegetables,Gourd & Cucumber,Sugar,Raw Rice,Glucose, Marie & Milk Biscuits"
2324,"Bread,Other Vegetables,Other Vegetables,Beans,Whole Spices,Exotic Vegetables,Urad Dal,Buns & Pavs,Whole Spices,Whole Spices"
2325,"Root Vegetables,Other Vegetables,Banana,Beans,Gourd & Cucumber,Raw Peanuts,Raw Rice,Brinjals,Namkeen,Namkeen,Cream Biscuits,Cream Biscuits"
2326,"Other Dals,Raw Peanuts,Whole Spices,Health Drinks,Moong Dal,Moong Dal,Other Dals,Whole Spices,Toor Dal,Other Dals,Urad Dal,Maida,Sunflower Oils,Sunflower Oils,Raisins,Almonds,Cashews,Agarbatti,Honey,Glucose, Marie & Milk Biscuits,Whole Spices,Whole Spices"
2327,"Whole Spices,Moong Dal,Whole Spices,Boiled Rice,Urad Dal,Other Dals,Maida,Urad Dal,Other Dals,Whole Spices,Whole Spices,Other Dals"
2328,"Root Vegetables,Other Vegetables,Other Vegetables,Beans,Gourd & Cucumber,Other Dals,Sunflower Oils,Toor Dal,Instant Noodles,Instant Noodles"
2329,"Other Vegetables,Root Vegetables,Banana,Beans,Other Vegetables,Gourd & Cucumber,Brinjals,Brinjals"
2330,"Moong Dal,Other Dals,Sooji & Rava,Toor Dal,Namkeen,Other Sweets,Cashews,Namkeen,Cream Biscuits,Health Supplements,Raisins"
2331,"Raw Peanuts,Moong Dal,Urad Dal,Other Dals,Other Dals,Toor Dal,Other Dals,Moong Dal,Healthy & Digestive Biscuits"
2332,"Root Vegetables,Whole Spices,Banana,Maida,Brinjals,Ice Creams & Desserts,Other Dry Fruits,Brinjals,Cashews,Toor Dal,Ice Creams & Desserts"
2333,"Root Vegetables,Other Vegetables,Exotic Vegetables,Beans,Brinjals,Moong Dal,Raw Peanuts,Brinjals,Sunflower Oils,Sugar,Ready Mix,Cream Biscuits,Raisins"
2334,"Beans,Moong Dal,Other Dals,Sooji & Rava,Other Rice Products,Rice Flour,Ghee,Other Dals,Other Flours,Raw Rice,Jaggery,Other Oils,Avalakki / Poha,Other Dry Fruits,Almonds,Other Dry Fruits,Other Rice Products"
2335,"Other Dals,Avalakki / Poha,Raw Peanuts,Sugar,Other Dals,Toor Dal,Other Dals,Other Dals"
2336,"Other Vegetables,Gourd & Cucumber,Whole Spices,Beans,Whole Spices,Gourd & Cucumber,Organic F&V,Organic F&V,Whole Spices,Whole Spices,Whole Spices,Whole Spices,Whole Spices,Whole Spices"
2337,"Brinjals,Brinjals,Other Vegetables,Other Vegetables,Root Vegetables,Banana,Gourd & Cucumber,Beans"
2338,"Root Vegetables,Other Vegetables,Banana,Gourd & Cucumber,Other Dals,Whole Spices,Beans,Jaggery,Other Dals,Other Dals,Other Dals,Whole Spices"
2339,"Root Vegetables,Root Vegetables,Gourd & Cucumber,Beans,Raw Rice,Whole Spices,Cream Biscuits,Namkeen,Namkeen,Whole Spices"
2340,"Bread,Other Vegetables,Other Vegetables,Beans,Beans,Banana,Maida,Ready Mix,Cooking Paste,Other Dals"
2341,"Other Vegetables,Root Vegetables,Other Vegetables,Beans,Avalakki / Poha,Raw Peanuts,Urad Dal,Maida,Other Rice Products,Sunflower Oils,Other Rice Products,Other Dals,Other Rice Products"
2342,"Beans,Beans,Banana,Beans,Avalakki / Poha,Urad Dal,Sooji & Rava,Whole Spices,Organic F&V,Brinjals,Other Dals,Toor Dal"
2343,"Beans,Brinjals,Namkeen,Cream Biscuits,Mosquito Repellent,Snacky Nuts,Health Drinks,Health Supplements,Cream Biscuits"
2344,"Other Vegetables,Other Vegetables,Whole Spices,Other Dals,Avalakki / Poha,Organic Masalas & Spices,Sooji & Rava,Cooking Paste,Besan,Whole Spices"
2345,"Root Vegetables,Beans,Beans,Toor Dal,Other Dals,Sugar,Other Insect Repellent,Avalakki / Poha,Cashews,Urad Dal,Other Dals"
2346,"Root Vegetables,Brinjals,Other Vegetables,Exotic Vegetables,Exotic Vegetables,Gourd & Cucumber,Toor Dal,Other Dals,Other Dals"
2347,"Other Vegetables,Root Vegetables,Gourd & Cucumber,Namkeen,Wafers,Namkeen,Whole Spices,Besan"
2348,"Beans,Root Vegetables,Other Vegetables,Other Vegetables,Beans,Brinjals,Root Vegetables,Other Sweets"
2349,"Exotic Vegetables,Brinjals,Other Vegetables,Other Vegetables,Beans,Gourd & Cucumber,Exotic Vegetables,Bread,Raw Rice,Maida,Brinjals,Other Dals,Other Dals"
2350,"Other Vegetables,Banana,Gourd & Cucumber,Brinjals,Namkeen,Namkeen,Namkeen,Regular Pasta"
2351,"Exotic Vegetables,Exotic Vegetables,Banana,Exotic Vegetables,Raw Rice,Organic Rice & Rice Products,Organic F&V,Organic F&V,Organic F&V,Organic F&V,Organic F&V,Bread,Cookies"
2352,"Avalakki / Poha,Gourd & Cucumber,Jaggery,Almonds,Other Dry Fruits,Other Dry Fruits,Health Supplements,Other Dals,Cookies"
2353,"Raw Peanuts,Whole Spices,Moong Dal,Sooji & Rava,Rice Flour,Whole Spices,Sugar,Besan,Urad Dal,Jaggery,Raw Rice,Whole Spices,Sunflower Oils,Liquid Soaps & Bars,Toor Dal,Whole Spices,Cookies"
2354,"Other Vegetables,Root Vegetables,Other Dals,Urad Dal,Gourd & Cucumber,Beans,Whole Spices,Cookies,Cookies"
2355,"Beans,Root Vegetables,Beans,Beans,Sooji & Rava,Mango Juices,Namkeen,Cookies"
2356,"Other Vegetables,Other Vegetables,Beans,Namkeen,Mosquito Repellent,Root Vegetables,Honey,Other Dals,Other Rice Products,Cookies"
2357,"Other Vegetables,Other Dals,Besan,Maida,Raisins,Cashews,Other Dry Fruits,Yogurt & Lassi,Namkeen,Cookies"
2358,"Root Vegetables,Bread,Gourd & Cucumber,Beans,Organic Masalas & Spices,Organic Dals & Pulses,Organic Rice & Rice Products,Organic Rice & Rice Products,Organic Salt,Sugar & Jaggery"
2359,"Root Vegetables,Root Vegetables,Exotic Vegetables,Exotic Vegetables,Beans,Other Dals,Ghee,Brinjals,Basmati Rice,Other Insect Repellent,Exotic Vegetables,Cookies"
2360,"Brinjals,Ready Baking Mixes,Liquid Soaps & Bars,Ghee,Cashews,Glucose, Marie & Milk Biscuits,Whole Spices,Cookies"
2361,"Gourd & Cucumber,Sooji & Rava,Namkeen,Cashews,Namkeen,Moong Dal,Raisins,Cookies"
2362,"Root Vegetables,Gourd & Cucumber,Beans,Root Vegetables,Liquid Soaps & Bars,Banana,Urad Dal,Other Dals,Other Dry Fruits,Organic F&V,Organic F&V,Organic F&V,Exotic Vegetables,Other Dry Fruits,Cookies"
2363,"Other Vegetables,Moong Dal,Toor Dal,Whole Spices,Gourd & Cucumber,Boiled Rice,Urad Dal,Cashews,Organic F&V,Whole Spices,Whole Spices,Cookies"
2364,"Whole Spices,Toor Dal,Sooji & Rava,Ghee,Urad Dal,Organic Flours,Whole Spices,Cookies"
2365,"Other Dals,Toor Dal,Moong Dal,Other Dals,Other Dals,Whole Spices,Sunflower Oils,Almonds,Other Dry Fruits"
2366,"Root Vegetables,Gourd & Cucumber,Raw Peanuts,Namkeen,Rice Flour,Mosquito Repellent,Other Dry Fruits,Health Supplements,Other Rice Products,Raisins"
2367,"Sooji & Rava,Namkeen,Ghee,Sunflower Oils,Instant Noodles,Cream Biscuits,Instant Noodles,Cooking Sauce"
2368,"Moong Dal,Sugar,Besan,Urad Dal,Whole Spices,Other Dals,Toor Dal,Other Dals,Toothpaste"
2369,"Root Vegetables,Bread,Other Vegetables,Exotic Vegetables,Exotic Vegetables,Gourd & Cucumber,Beans,Banana,Phenyles & Acids,Whole Spices"
2370,"Exotic Vegetables,Other Vegetables,Root Vegetables,Exotic Vegetables,Moong Dal,Exotic Vegetables,Gourd & Cucumber,Toor Dal,Other Rice Products,Urad Dal,Cream Biscuits,Raisins"
2371,"Other Dals,Whole Spices,Moong Dal,Other Dals,Sooji & Rava,Besan,Other Dals,Jaggery,Avalakki / Poha,Raisins,Cashews,Honey,Regular Pasta,Whole Spices,Whole Spices,Other Dals"
2372,"Root Vegetables,Brinjals,Beans,Beans,Organic Flours,Brinjals,Organic F&V,Organic F&V,Organic F&V,Organic F&V"
2373,"Other Vegetables,Beans,Beans,Beans,Beans,Moong Dal,Exotic Vegetables,Other Dals,Urad Dal,Avalakki / Poha,Organic F&V,Organic F&V"
2374,"Bread,Beans,Sugar,Urad Dal,Instant Noodles,Organic F&V,Organic F&V,Whole Spices"
2375,"Root Vegetables,Root Vegetables,Beans,Banana,Raw Peanuts,Sooji & Rava,Urad Dal,Sunflower Oils,Sugar,Phenyles & Acids"
2376,"Root Vegetables,Root Vegetables,Other Vegetables,Other Vegetables,Moong Dal,Other Dals,Other Dals,Toor Dal,Other Dals,Raw Rice,Avalakki / Poha,Cashews,Almonds,Raisins,Toffee & Candy,Cream Biscuits"
2377,"Basmati Rice,Other Dals,Namkeen,Whole Spices,Other Dals,Glucose, Marie & Milk Biscuits,Other Dals,Namkeen,Urad Dal,Cream Biscuits,Almonds,Other Dry Fruits,Instant Noodles,Cooking Sauce,Liquid Soaps & Bars,Other Dals,Other Dals,Other Dals,Moong Dal"
2378,"Bread,Root Vegetables,Beans,Toor Dal,Gourd & Cucumber,Agarbatti,Other Dals,Besan"
2379,"Raw Peanuts,Vermicelli,Moong Dal,Sooji & Rava,Other Dals,Avalakki / Poha,Other Dals,Other Dals,Toor Dal,Maida,Namkeen,Moong Dal,Besan,Other Dals,Namkeen,Urad Dal,Cakes,Cakes,Other Oils,Regular Pasta"
2380,"Exotic Vegetables,Raw Peanuts,Whole Spices,Whole Spices,Sugar,Whole Spices,Sooji & Rava,Other Dals,Cashews,Toor Dal"
2381,"Namkeen,Raw Peanuts,Sooji & Rava,Namkeen,Maida,Sugar,Namkeen,Namkeen"
2382,"Banana,Moong Dal,Sooji & Rava,Jaggery,Instant Noodles,Raisins,Cashews,Raw Rice"
2383,"Whole Spices,Exotic Vegetables,Raw Rice,Avalakki / Poha,Other Oils,Avalakki / Poha,Cooking Paste,Whole Spices"
2384,"Moong Dal,Whole Spices,Toor Dal,Avalakki / Poha,Sooji & Rava,Urad Dal,Sugar,Whole Spices,Sooji & Rava,Sooji & Rava,Besan,Sunflower Oils,Jaggery,Other Flours,Phenyles & Acids,Health Drinks,Other Dals"
2385,"Root Vegetables,Ground Coffee,Beans,Beans,Liquid Soaps & Bars,Namkeen,Cakes,Yogurt & Lassi,Rasagulla & Gulab Jamun,Namkeen,Yogurt & Lassi"
2386,"Root Vegetables,Raw Peanuts,Other Dals,Urad Dal,Sooji & Rava,Glucose, Marie & Milk Biscuits,Sugar,Other Dals,Sunflower Oils,Ghee,Glucose, Marie & Milk Biscuits,Other Dals,Other Dals,Whole Spices,Phenyles & Acids,Toor Dal"
2387,"Bread,Brinjals,Beans,Banana,Sooji & Rava,Buns & Pavs,Boiled Rice,Boiled Rice"
2388,"Bread,Brinjals,Other Dals,Other Dals,Avalakki / Poha,Beans,Sugar,Urad Dal,Besan,Jaggery,Other Dals,Sunflower Oils"
2389,"Root Vegetables,Root Vegetables,Beans,Beans,Butter & Cream,Hair Oil,Organic F&V,Organic F&V,Organic F&V"
2390,"Brinjals,Other Dals,Other Dals,Other Dals,Organic Dals & Pulses,Organic Dals & Pulses,Organic Dals & Pulses,Other Dals,Organic Masalas & Spices,Organic F&V"
2391,"Beans,Gourd & Cucumber,Raw Peanuts,Vermicelli,Cooking Paste,Sooji & Rava,Sugar,Sunflower Oils"
2392,"Other Vegetables,Brinjals,Banana,Beans,Namkeen,Namkeen,Organic F&V,Organic F&V,Whole Spices"
2393,"Toor Dal,Sooji & Rava,Whole Spices,Maida,Urad Dal,Sunflower Oils,Sooji & Rava,Raw Rice,Toor Dal"
