basket_id,basket_skus,basket_names,recommended_skus,recommended_names,recommended_details
8215172,15668462; 15668381; 15669777; 21408952; 15668471; 15668685; 15669861; 15668377; 15669874; 15669954,Gourd & Cucumber; Other Vegetables; Urad Dal; Whole Spices; Beans; Beans; Raw Peanuts; Root Vegetables; Avalakki / Poha; Other Dry Fruits,15668381; 15669760; 15668460; 15668688; 15668379; 15669878; 15668462; 15668478; 15668378; 15668465,Other Vegetables; Whole Spices; Gourd & Cucumber; Root Vegetables; Other Vegetables; Toor Dal; Gourd & Cucumber; Banana; Other Vegetables; Root Vegetables,"15668381 (Other Vegetables) - Conf: 0.4010, Lift: 1.9633, Factor: 1; 15669760 (Whole Spices) - Conf: 0.3992, Lift: 3.3414, Factor: 1; 15668460 (Gourd & Cucumber) - Conf: 0.3037, Lift: 1.6454, Factor: 1; 15668688 (Root Vegetables) - Conf: 0.3027, Lift: 1.6298, Factor: 1; 15668379 (Other Vegetables) - Conf: 0.2976, Lift: 1.6124, Factor: 1; 15669878 (Toor Dal) - Conf: 0.2975, Lift: 1.7348, Factor: 1; 15668462 (Gourd & Cucumber) - Conf: 0.2579, Lift: 2.0591, Factor: 1; 15668478 (Banana) - Conf: 0.2448, Lift: 1.7170, Factor: 1; 15668378 (Other Vegetables) - Conf: 0.2317, Lift: 1.6987, Factor: 1; 15668465 (Root Vegetables) - Conf: 0.2088, Lift: 1.6124, Factor: 1"
8216673,15669790; 34986128; 15668381; 15669884; 15669778; 15669860; 15668460,Other Rice Products; Whole Spices; Other Vegetables; Whole Spices; Other Dals; Moong Dal; Gourd & Cucumber,15669760; 15668381; 15668688; 15668460; 15669878; 15669777; 15668462; 15668478; 15668378; 15669780,Whole Spices; Other Vegetables; Root Vegetables; Gourd & Cucumber; Toor Dal; Urad Dal; Gourd & Cucumber; Banana; Other Vegetables; Sugar,"15669760 (Whole Spices) - Conf: 0.3992, Lift: 3.3414, Factor: 1; 15668381 (Other Vegetables) - Conf: 0.3695, Lift: 1.8093, Factor: 1; 15668688 (Root Vegetables) - Conf: 0.3690, Lift: 1.9869, Factor: 1; 15668460 (Gourd & Cucumber) - Conf: 0.3340, Lift: 1.8093, Factor: 1; 15669878 (Toor Dal) - Conf: 0.2975, Lift: 1.7348, Factor: 1; 15669777 (Urad Dal) - Conf: 0.2888, Lift: 2.5928, Factor: 1; 15668462 (Gourd & Cucumber) - Conf: 0.2579, Lift: 2.0591, Factor: 1; 15668478 (Banana) - Conf: 0.2448, Lift: 1.7170, Factor: 1; 15668378 (Other Vegetables) - Conf: 0.2317, Lift: 1.6987, Factor: 1; 15669780 (Sugar) - Conf: 0.2270, Lift: 1.5338, Factor: 1"
8218184,15668467; 15668462; 15669837; 7572301; 15669815; 7572432; 15669817; 15669863; 7572311; 15669810,Beans; Gourd & Cucumber; Raw Rice; Namkeen; Jaggery; Cooking Paste; Whole Spices; Moong Dal; Namkeen; Almonds,15668460; 15668381; 15668379; 15668688; 15668462; 15669860; 15668468; 15668465,Gourd & Cucumber; Other Vegetables; Other Vegetables; Root Vegetables; Gourd & Cucumber; Moong Dal; Beans; Root Vegetables,"15668460 (Gourd & Cucumber) - Conf: 0.4554, Lift: 2.4674, Factor: 1; 15668381 (Other Vegetables) - Conf: 0.4010, Lift: 1.9633, Factor: 1; 15668379 (Other Vegetables) - Conf: 0.2946, Lift: 1.5960, Factor: 1; 15668688 (Root Vegetables) - Conf: 0.2756, Lift: 1.4836, Factor: 1; 15668462 (Gourd & Cucumber) - Conf: 0.2338, Lift: 1.8670, Factor: 1; 15669860 (Moong Dal) - Conf: 0.1865, Lift: 1.7348, Factor: 1; 15668468 (Beans) - Conf: 0.1846, Lift: 1.4609, Factor: 1; 15668465 (Root Vegetables) - Conf: 0.1712, Lift: 1.3221, Factor: 1"
8218426,7569799; 15669863; 7569801; 15670269; 7572300; 93073679,Namkeen; Moong Dal; Namkeen; Other Dals; Namkeen; Namkeen,15668465,Root Vegetables,"15668465 (Root Vegetables) - Conf: 0.1712, Lift: 1.3221, Factor: 1"
8219465,15668451; 15668685; 15670251; 15668381; 15668375; 15668478; 15668455,Brinjals; Beans; Organic F&V; Other Vegetables; Root Vegetables; Banana; Brinjals,15669760; 15668381; 15668460; 15668688; 15668379; 15669878; 15668462; 15668478; 15668465; 15668378,Whole Spices; Other Vegetables; Gourd & Cucumber; Root Vegetables; Other Vegetables; Toor Dal; Gourd & Cucumber; Banana; Root Vegetables; Other Vegetables,"15669760 (Whole Spices) - Conf: 0.3992, Lift: 3.3414, Factor: 1; 15668381 (Other Vegetables) - Conf: 0.3695, Lift: 1.8093, Factor: 1; 15668460 (Gourd & Cucumber) - Conf: 0.3037, Lift: 1.6454, Factor: 1; 15668688 (Root Vegetables) - Conf: 0.3027, Lift: 1.6298, Factor: 1; 15668379 (Other Vegetables) - Conf: 0.3008, Lift: 1.6298, Factor: 1; 15669878 (Toor Dal) - Conf: 0.2975, Lift: 1.7348, Factor: 1; 15668462 (Gourd & Cucumber) - Conf: 0.2579, Lift: 2.0591, Factor: 1; 15668478 (Banana) - Conf: 0.2448, Lift: 1.7170, Factor: 1; 15668465 (Root Vegetables) - Conf: 0.2378, Lift: 1.8369, Factor: 1; 15668378 (Other Vegetables) - Conf: 0.2317, Lift: 1.6987, Factor: 1"
8220172,7585573; 15668377; 15668478; 15668453; 7624788; 21409002; 15669824; 7580818; 34986328,Cakes; Root Vegetables; Banana; Brinjals; Ghee; Moong Dal; Raw Rice; Sunflower Oils; Toor Dal,15668379; 15668688; 15668465; 15669863,Other Vegetables; Root Vegetables; Root Vegetables; Moong Dal,"15668379 (Other Vegetables) - Conf: 0.3008, Lift: 1.6298, Factor: 1; 15668688 (Root Vegetables) - Conf: 0.2585, Lift: 1.3917, Factor: 1; 15668465 (Root Vegetables) - Conf: 0.2378, Lift: 1.8369, Factor: 1; 15669863 (Moong Dal) - Conf: 0.1820, Lift: 1.4669, Factor: 1"
8223433,7572304; 15670157; 15668688; 15670260; 15669859; 15668480; 15670250,Namkeen; Organic F&V; Root Vegetables; Organic F&V; Toor Dal; Bread; Organic F&V,15668381; 15668378; 15668688; 15669878; 15668465,Other Vegetables; Other Vegetables; Root Vegetables; Toor Dal; Root Vegetables,"15668381 (Other Vegetables) - Conf: 0.2985, Lift: 1.4617, Factor: 1; 15668378 (Other Vegetables) - Conf: 0.2837, Lift: 2.0794, Factor: 1; 15668688 (Root Vegetables) - Conf: 0.2713, Lift: 1.4609, Factor: 1; 15669878 (Toor Dal) - Conf: 0.2630, Lift: 1.5338, Factor: 1; 15668465 (Root Vegetables) - Conf: 0.2350, Lift: 1.8146, Factor: 1"
8226177,15668465; 34986125; 15669832; 15669988; 93025752; 21409181; 15668381; 15669864,Root Vegetables; Whole Spices; Sugar; Other Dals; Cream Biscuits; Brinjals; Other Vegetables; Other Dals,15669760; 15668381; 15668688; 15668460; 15669878; 15668379; 15668462; 15668467; 15668478; 15668378,Whole Spices; Other Vegetables; Root Vegetables; Gourd & Cucumber; Toor Dal; Other Vegetables; Gourd & Cucumber; Beans; Banana; Other Vegetables,"15669760 (Whole Spices) - Conf: 0.3992, Lift: 3.3414, Factor: 1; 15668381 (Other Vegetables) - Conf: 0.3695, Lift: 1.8093, Factor: 1; 15668688 (Root Vegetables) - Conf: 0.3189, Lift: 1.7170, Factor: 1; 15668460 (Gourd & Cucumber) - Conf: 0.3037, Lift: 1.6454, Factor: 1; 15669878 (Toor Dal) - Conf: 0.2975, Lift: 1.7348, Factor: 1; 15668379 (Other Vegetables) - Conf: 0.2698, Lift: 1.4617, Factor: 1; 15668462 (Gourd & Cucumber) - Conf: 0.2579, Lift: 2.0591, Factor: 1; 15668467 (Beans) - Conf: 0.2531, Lift: 1.8820, Factor: 1; 15668478 (Banana) - Conf: 0.2448, Lift: 1.7170, Factor: 1; 15668378 (Other Vegetables) - Conf: 0.2317, Lift: 1.6987, Factor: 1"
8226188,15669837; 15669832; 15669818; 21409130; 29247044; 15668463; 15668460; 15668687,Raw Rice; Sugar; Whole Spices; Other Flours; Besan; Gourd & Cucumber; Gourd & Cucumber; Root Vegetables,15668688; 15668460; 15669777; 15669878; 15668478; 15669780; 15668467; 15668465; 15668468,Root Vegetables; Gourd & Cucumber; Urad Dal; Toor Dal; Banana; Sugar; Beans; Root Vegetables; Beans,"15668688 (Root Vegetables) - Conf: 0.3690, Lift: 1.9869, Factor: 1; 15668460 (Gourd & Cucumber) - Conf: 0.3340, Lift: 1.8093, Factor: 1; 15669777 (Urad Dal) - Conf: 0.2888, Lift: 2.5928, Factor: 1; 15669878 (Toor Dal) - Conf: 0.2736, Lift: 1.5952, Factor: 1; 15668478 (Banana) - Conf: 0.2276, Lift: 1.5960, Factor: 1; 15669780 (Sugar) - Conf: 0.2270, Lift: 1.5338, Factor: 1; 15668467 (Beans) - Conf: 0.2151, Lift: 1.5993, Factor: 1; 15668465 (Root Vegetables) - Conf: 0.2000, Lift: 1.5446, Factor: 1; 15668468 (Beans) - Conf: 0.1962, Lift: 1.5525, Factor: 1"
8226852,15669875; 34987567; 15669880; 15669869; 7580823; 7625556,Toor Dal; Whole Spices; Sooji & Rava; Moong Dal; Sunflower Oils; Ground Coffee,15668478; 15668467,Banana; Beans,"15668478 (Banana) - Conf: 0.1887, Lift: 1.3233, Factor: 1; 15668467 (Beans) - Conf: 0.1775, Lift: 1.3195, Factor: 1"
8226887,7579697; 7572240; 15668378; 93091858; 15668377; 15669910; 15668520; 15668381; 15668467; 7541573,"Cream Biscuits; Instant Noodles; Other Vegetables; Curd; Root Vegetables; Brinjals; Bread; Other Vegetables; Beans; Glucose, Marie & Milk Biscuits",15668460; 15669760; 15668381; 15669869; 15669821; 15668688; 15669878; 15668467; 15668462; 15668478,Gourd & Cucumber; Whole Spices; Other Vegetables; Moong Dal; Whole Spices; Root Vegetables; Toor Dal; Beans; Gourd & Cucumber; Banana,"15668460 (Gourd & Cucumber) - Conf: 0.4554, Lift: 2.4674, Factor: 1; 15669760 (Whole Spices) - Conf: 0.3992, Lift: 3.3414, Factor: 1; 15668381 (Other Vegetables) - Conf: 0.3695, Lift: 1.8093, Factor: 1; 15669869 (Moong Dal) - Conf: 0.3287, Lift: 2.5928, Factor: 1; 15669821 (Whole Spices) - Conf: 0.3065, Lift: 3.3414, Factor: 1; 15668688 (Root Vegetables) - Conf: 0.3027, Lift: 1.6298, Factor: 1; 15669878 (Toor Dal) - Conf: 0.2975, Lift: 1.7348, Factor: 1; 15668467 (Beans) - Conf: 0.2797, Lift: 2.0794, Factor: 1; 15668462 (Gourd & Cucumber) - Conf: 0.2579, Lift: 2.0591, Factor: 1; 15668478 (Banana) - Conf: 0.2448, Lift: 1.7170, Factor: 1"
8227029,15668520; 15669799; 15669817; 15669857; 15669781; 15670267; 7575499; 15670010; 34986133; 15669784; 15669777; 15669812,Bread; Raisins; Whole Spices; Raw Peanuts; Rice Flour; Toor Dal; Aluminium Foil & Cling Wrap; Almonds; Whole Spices; Basmati Rice; Urad Dal; Jaggery,15668381,Other Vegetables,"15668381 (Other Vegetables) - Conf: 0.2703, Lift: 1.3233, Factor: 1"
8227204,15669782; 15668381; 15668379; 15668465; 15668478; 93141023,Raw Rice; Other Vegetables; Other Vegetables; Root Vegetables; Banana; Yogurt & Lassi,15669760; 15668381; 15668688; 15668460; 15668379; 15669878; 15668467; 15668478; 15668462; 15668465,Whole Spices; Other Vegetables; Root Vegetables; Gourd & Cucumber; Other Vegetables; Toor Dal; Beans; Banana; Gourd & Cucumber; Root Vegetables,"15669760 (Whole Spices) - Conf: 0.3992, Lift: 3.3414, Factor: 1; 15668381 (Other Vegetables) - Conf: 0.3695, Lift: 1.8093, Factor: 1; 15668688 (Root Vegetables) - Conf: 0.3496, Lift: 1.8820, Factor: 1; 15668460 (Gourd & Cucumber) - Conf: 0.3446, Lift: 1.8670, Factor: 1; 15668379 (Other Vegetables) - Conf: 0.3415, Lift: 1.8499, Factor: 1; 15669878 (Toor Dal) - Conf: 0.2975, Lift: 1.7348, Factor: 1; 15668467 (Beans) - Conf: 0.2769, Lift: 2.0591, Factor: 1; 15668478 (Banana) - Conf: 0.2619, Lift: 1.8369, Factor: 1; 15668462 (Gourd & Cucumber) - Conf: 0.2579, Lift: 2.0591, Factor: 1; 15668465 (Root Vegetables) - Conf: 0.2573, Lift: 1.9869, Factor: 1"
8228490,15669860; 15668416; 15669772; 15668378; 15669777; 15669862; 15668455,Moong Dal; Banana; Other Dals; Other Vegetables; Urad Dal; Other Dals; Brinjals,15669869; 15669821; 15668467; 15668381; 15668458; 15668378,Moong Dal; Whole Spices; Beans; Other Vegetables; Brinjals; Other Vegetables,"15669869 (Moong Dal) - Conf: 0.3287, Lift: 2.5928, Factor: 1; 15669821 (Whole Spices) - Conf: 0.3065, Lift: 3.3414, Factor: 1; 15668467 (Beans) - Conf: 0.2797, Lift: 2.0794, Factor: 1; 15668381 (Other Vegetables) - Conf: 0.2703, Lift: 1.3233, Factor: 1; 15668458 (Brinjals) - Conf: 0.1921, Lift: 2.4674, Factor: 1; 15668378 (Other Vegetables) - Conf: 0.1805, Lift: 1.3231, Factor: 1"
8228587,15668478; 15668379; 15668460; 15669795; 15669976; 15668375; 7627812,Banana; Other Vegetables; Gourd & Cucumber; Other Dry Fruits; Almonds; Root Vegetables; Health Supplements,15668688; 15668460; 15668379; 15669777; 15668467; 15669878; 15668478; 15668465; 15669780; 15668468,Root Vegetables; Gourd & Cucumber; Other Vegetables; Urad Dal; Beans; Toor Dal; Banana; Root Vegetables; Sugar; Beans,"15668688 (Root Vegetables) - Conf: 0.3690, Lift: 1.9869, Factor: 1; 15668460 (Gourd & Cucumber) - Conf: 0.3446, Lift: 1.8670, Factor: 1; 15668379 (Other Vegetables) - Conf: 0.3415, Lift: 1.8499, Factor: 1; 15669777 (Urad Dal) - Conf: 0.2888, Lift: 2.5928, Factor: 1; 15668467 (Beans) - Conf: 0.2769, Lift: 2.0591, Factor: 1; 15669878 (Toor Dal) - Conf: 0.2736, Lift: 1.5952, Factor: 1; 15668478 (Banana) - Conf: 0.2619, Lift: 1.8369, Factor: 1; 15668465 (Root Vegetables) - Conf: 0.2573, Lift: 1.9869, Factor: 1; 15669780 (Sugar) - Conf: 0.2270, Lift: 1.5338, Factor: 1; 15668468 (Beans) - Conf: 0.1962, Lift: 1.5525, Factor: 1"
8230221,15668377; 34987567; 21409130; 15669857; 7572252; 15668456; 15669760; 15669856; 15669880; 34985989; 7578353; 15668381; 15668467,Root Vegetables; Whole Spices; Other Flours; Raw Peanuts; Cooking Paste; Brinjals; Whole Spices; Sugar; Sooji & Rava; Mustard Oils; Chinese Noodles; Other Vegetables; Beans,15668460; 15669760; 15668381; 15668688; 15669878; 15668462; 15668478; 15668378; 15668465; 15668468,Gourd & Cucumber; Whole Spices; Other Vegetables; Root Vegetables; Toor Dal; Gourd & Cucumber; Banana; Other Vegetables; Root Vegetables; Beans,"15668460 (Gourd & Cucumber) - Conf: 0.4554, Lift: 2.4674, Factor: 1; 15669760 (Whole Spices) - Conf: 0.3992, Lift: 3.3414, Factor: 1; 15668381 (Other Vegetables) - Conf: 0.3695, Lift: 1.8093, Factor: 1; 15668688 (Root Vegetables) - Conf: 0.3027, Lift: 1.6298, Factor: 1; 15669878 (Toor Dal) - Conf: 0.2975, Lift: 1.7348, Factor: 1; 15668462 (Gourd & Cucumber) - Conf: 0.2579, Lift: 2.0591, Factor: 1; 15668478 (Banana) - Conf: 0.2448, Lift: 1.7170, Factor: 1; 15668378 (Other Vegetables) - Conf: 0.2317, Lift: 1.6987, Factor: 1; 15668465 (Root Vegetables) - Conf: 0.2088, Lift: 1.6124, Factor: 1; 15668468 (Beans) - Conf: 0.1846, Lift: 1.4609, Factor: 1"
8230241,15668381; 15668520; 7587675; 15670252; 15668379; 15668462; 15668458,Other Vegetables; Bread; Organic Dals & Pulses; Organic F&V; Other Vegetables; Gourd & Cucumber; Brinjals,15668381; 15669760; 15668688; 15668460; 15668379; 15669878; 15668467; 15668478; 15668462; 15668465,Other Vegetables; Whole Spices; Root Vegetables; Gourd & Cucumber; Other Vegetables; Toor Dal; Beans; Banana; Gourd & Cucumber; Root Vegetables,"15668381 (Other Vegetables) - Conf: 0.4010, Lift: 1.9633, Factor: 1; 15669760 (Whole Spices) - Conf: 0.3992, Lift: 3.3414, Factor: 1; 15668688 (Root Vegetables) - Conf: 0.3496, Lift: 1.8820, Factor: 1; 15668460 (Gourd & Cucumber) - Conf: 0.3446, Lift: 1.8670, Factor: 1; 15668379 (Other Vegetables) - Conf: 0.3415, Lift: 1.8499, Factor: 1; 15669878 (Toor Dal) - Conf: 0.2975, Lift: 1.7348, Factor: 1; 15668467 (Beans) - Conf: 0.2769, Lift: 2.0591, Factor: 1; 15668478 (Banana) - Conf: 0.2619, Lift: 1.8369, Factor: 1; 15668462 (Gourd & Cucumber) - Conf: 0.2579, Lift: 2.0591, Factor: 1; 15668465 (Root Vegetables) - Conf: 0.2573, Lift: 1.9869, Factor: 1"
8230690,15669777; 15669860; 34986328; 7642814; 15669869; 15669832; 15669885; 7575499; 15670269; 15669817,Urad Dal; Moong Dal; Toor Dal; Basmati Rice; Moong Dal; Sugar; Moong Dal; Aluminium Foil & Cling Wrap; Other Dals; Whole Spices,15668381; 15668478; 15668378; 15668467,Other Vegetables; Banana; Other Vegetables; Beans,"15668381 (Other Vegetables) - Conf: 0.2703, Lift: 1.3233, Factor: 1; 15668478 (Banana) - Conf: 0.1887, Lift: 1.3233, Factor: 1; 15668378 (Other Vegetables) - Conf: 0.1805, Lift: 1.3231, Factor: 1; 15668467 (Beans) - Conf: 0.1775, Lift: 1.3195, Factor: 1"
8232216,15669875; 15669776; 15669767; 15669825; 15669821; 7623116,Toor Dal; Other Dals; Urad Dal; Boiled Rice; Whole Spices; Liquid Soaps & Bars,15668460,Gourd & Cucumber,"15668460 (Gourd & Cucumber) - Conf: 0.2561, Lift: 1.3874, Factor: 1"
8236542,15669817; 15670250; 34986135; 34986133; 34986120; 34986123; 34987566; 34986118; 15668381,Whole Spices; Organic F&V; Whole Spices; Whole Spices; Unknown; Whole Spices; Whole Spices; Whole Spices; Other Vegetables,15669760; 15668381; 15668460; 15668688; 15669878; 15668462; 15668478; 15668378; 15668465,Whole Spices; Other Vegetables; Gourd & Cucumber; Root Vegetables; Toor Dal; Gourd & Cucumber; Banana; Other Vegetables; Root Vegetables,"15669760 (Whole Spices) - Conf: 0.3992, Lift: 3.3414, Factor: 1; 15668381 (Other Vegetables) - Conf: 0.3695, Lift: 1.8093, Factor: 1; 15668460 (Gourd & Cucumber) - Conf: 0.3037, Lift: 1.6454, Factor: 1; 15668688 (Root Vegetables) - Conf: 0.3027, Lift: 1.6298, Factor: 1; 15669878 (Toor Dal) - Conf: 0.2975, Lift: 1.7348, Factor: 1; 15668462 (Gourd & Cucumber) - Conf: 0.2579, Lift: 2.0591, Factor: 1; 15668478 (Banana) - Conf: 0.2448, Lift: 1.7170, Factor: 1; 15668378 (Other Vegetables) - Conf: 0.2317, Lift: 1.6987, Factor: 1; 15668465 (Root Vegetables) - Conf: 0.2088, Lift: 1.6124, Factor: 1"
8236676,15669869; 15669772; 34986112; 21409004; 15669763; 15669963; 34986125,Moong Dal; Other Dals; Whole Spices; Other Dals; Other Dals; Raisins; Whole Spices,15668478; 15668467,Banana; Beans,"15668478 (Banana) - Conf: 0.1887, Lift: 1.3233, Factor: 1; 15668467 (Beans) - Conf: 0.1775, Lift: 1.3195, Factor: 1"
8237822,15669837; 15668458; 15668460; 15668466; 7580804; 15668381; 15669817,Raw Rice; Brinjals; Gourd & Cucumber; Root Vegetables; Sunflower Oils; Other Vegetables; Whole Spices,15669760; 15668381; 15668688; 15668460; 15669878; 15669777; 15668462; 15668478; 15668378; 15669780,Whole Spices; Other Vegetables; Root Vegetables; Gourd & Cucumber; Toor Dal; Urad Dal; Gourd & Cucumber; Banana; Other Vegetables; Sugar,"15669760 (Whole Spices) - Conf: 0.3992, Lift: 3.3414, Factor: 1; 15668381 (Other Vegetables) - Conf: 0.3695, Lift: 1.8093, Factor: 1; 15668688 (Root Vegetables) - Conf: 0.3690, Lift: 1.9869, Factor: 1; 15668460 (Gourd & Cucumber) - Conf: 0.3340, Lift: 1.8093, Factor: 1; 15669878 (Toor Dal) - Conf: 0.2975, Lift: 1.7348, Factor: 1; 15669777 (Urad Dal) - Conf: 0.2888, Lift: 2.5928, Factor: 1; 15668462 (Gourd & Cucumber) - Conf: 0.2579, Lift: 2.0591, Factor: 1; 15668478 (Banana) - Conf: 0.2448, Lift: 1.7170, Factor: 1; 15668378 (Other Vegetables) - Conf: 0.2317, Lift: 1.6987, Factor: 1; 15669780 (Sugar) - Conf: 0.2270, Lift: 1.5338, Factor: 1"
8241466,15669996; 15668379; 15668460; 15668381; 15669887; 15669835; 15669778,Other Dals; Other Vegetables; Gourd & Cucumber; Other Vegetables; Maida; Raw Rice; Other Dals,15669760; 15668381; 15668688; 15668460; 15668379; 15669878; 15669777; 15668467; 15668478; 15668462,Whole Spices; Other Vegetables; Root Vegetables; Gourd & Cucumber; Other Vegetables; Toor Dal; Urad Dal; Beans; Banana; Gourd & Cucumber,"15669760 (Whole Spices) - Conf: 0.3992, Lift: 3.3414, Factor: 1; 15668381 (Other Vegetables) - Conf: 0.3695, Lift: 1.8093, Factor: 1; 15668688 (Root Vegetables) - Conf: 0.3690, Lift: 1.9869, Factor: 1; 15668460 (Gourd & Cucumber) - Conf: 0.3446, Lift: 1.8670, Factor: 1; 15668379 (Other Vegetables) - Conf: 0.3415, Lift: 1.8499, Factor: 1; 15669878 (Toor Dal) - Conf: 0.2975, Lift: 1.7348, Factor: 1; 15669777 (Urad Dal) - Conf: 0.2888, Lift: 2.5928, Factor: 1; 15668467 (Beans) - Conf: 0.2769, Lift: 2.0591, Factor: 1; 15668478 (Banana) - Conf: 0.2619, Lift: 1.8369, Factor: 1; 15668462 (Gourd & Cucumber) - Conf: 0.2579, Lift: 2.0591, Factor: 1"
8243363,15669860; 15669792; 15669780; 7569802; 34992815; 15669970; 15669859; 15669885,Moong Dal; Other Dry Fruits; Sugar; Namkeen; Cookies; Cashews; Toor Dal; Moong Dal,15668460; 15668378,Gourd & Cucumber; Other Vegetables,"15668460 (Gourd & Cucumber) - Conf: 0.2443, Lift: 1.3233, Factor: 1; 15668378 (Other Vegetables) - Conf: 0.1805, Lift: 1.3231, Factor: 1"
8245100,15668462; 34986120; 15668451; 7579698; 15668470; 15670251; 15670254; 7735707,Gourd & Cucumber; Unknown; Brinjals; Cream Biscuits; Beans; Organic F&V; Organic F&V; Namkeen,15668381; 15668379; 15668688; 15669860,Other Vegetables; Other Vegetables; Root Vegetables; Moong Dal,"15668381 (Other Vegetables) - Conf: 0.4010, Lift: 1.9633, Factor: 1; 15668379 (Other Vegetables) - Conf: 0.2946, Lift: 1.5960, Factor: 1; 15668688 (Root Vegetables) - Conf: 0.2756, Lift: 1.4836, Factor: 1; 15669860 (Moong Dal) - Conf: 0.1865, Lift: 1.7348, Factor: 1"
8245697,15668379; 15669832; 15668381; 15668460; 34986125; 15668416,Other Vegetables; Sugar; Other Vegetables; Gourd & Cucumber; Whole Spices; Banana,15669760; 15668381; 15668688; 15668460; 15668379; 15669878; 15669777; 15668467; 15668478; 15668462,Whole Spices; Other Vegetables; Root Vegetables; Gourd & Cucumber; Other Vegetables; Toor Dal; Urad Dal; Beans; Banana; Gourd & Cucumber,"15669760 (Whole Spices) - Conf: 0.3992, Lift: 3.3414, Factor: 1; 15668381 (Other Vegetables) - Conf: 0.3695, Lift: 1.8093, Factor: 1; 15668688 (Root Vegetables) - Conf: 0.3690, Lift: 1.9869, Factor: 1; 15668460 (Gourd & Cucumber) - Conf: 0.3446, Lift: 1.8670, Factor: 1; 15668379 (Other Vegetables) - Conf: 0.3415, Lift: 1.8499, Factor: 1; 15669878 (Toor Dal) - Conf: 0.2975, Lift: 1.7348, Factor: 1; 15669777 (Urad Dal) - Conf: 0.2888, Lift: 2.5928, Factor: 1; 15668467 (Beans) - Conf: 0.2769, Lift: 2.0591, Factor: 1; 15668478 (Banana) - Conf: 0.2619, Lift: 1.8369, Factor: 1; 15668462 (Gourd & Cucumber) - Conf: 0.2579, Lift: 2.0591, Factor: 1"
8246331,15669835; 15669872; 15668466; 15668469; 15668449; 21408942; 15668685; 15668595; 15669821; 15668495; 15668463; 15668381,Raw Rice; Avalakki / Poha; Root Vegetables; Beans; Exotic Vegetables; Other Rice Products; Beans; Exotic Vegetables; Whole Spices; Exotic Vegetables; Gourd & Cucumber; Other Vegetables,15669760; 15668381; 15668460; 15668688; 15668379; 15669878; 15668462; 15668478; 15668378; 15668465,Whole Spices; Other Vegetables; Gourd & Cucumber; Root Vegetables; Other Vegetables; Toor Dal; Gourd & Cucumber; Banana; Other Vegetables; Root Vegetables,"15669760 (Whole Spices) - Conf: 0.3992, Lift: 3.3414, Factor: 1; 15668381 (Other Vegetables) - Conf: 0.3695, Lift: 1.8093, Factor: 1; 15668460 (Gourd & Cucumber) - Conf: 0.3037, Lift: 1.6454, Factor: 1; 15668688 (Root Vegetables) - Conf: 0.3027, Lift: 1.6298, Factor: 1; 15668379 (Other Vegetables) - Conf: 0.2976, Lift: 1.6124, Factor: 1; 15669878 (Toor Dal) - Conf: 0.2975, Lift: 1.7348, Factor: 1; 15668462 (Gourd & Cucumber) - Conf: 0.2579, Lift: 2.0591, Factor: 1; 15668478 (Banana) - Conf: 0.2448, Lift: 1.7170, Factor: 1; 15668378 (Other Vegetables) - Conf: 0.2317, Lift: 1.6987, Factor: 1; 15668465 (Root Vegetables) - Conf: 0.2088, Lift: 1.6124, Factor: 1"
8246335,15669833; 21408947; 15669760; 15669869; 7752915; 7548498; 7613346,Raw Rice; Other Rice Products; Whole Spices; Moong Dal; Health Supplements; Liquid Soaps & Bars; Honey,15668478; 15668467; 15668468,Banana; Beans; Beans,"15668478 (Banana) - Conf: 0.1887, Lift: 1.3233, Factor: 1; 15668467 (Beans) - Conf: 0.1775, Lift: 1.3195, Factor: 1; 15668468 (Beans) - Conf: 0.1754, Lift: 1.3874, Factor: 1"
8247009,15669880; 7572252; 15668460; 15668416; 15668458; 15669778; 29247044,Sooji & Rava; Cooking Paste; Gourd & Cucumber; Banana; Brinjals; Other Dals; Besan,15668688; 15668460; 15668381; 15669777; 15669878; 15668478; 15669780; 15668467; 15668465; 15668468,Root Vegetables; Gourd & Cucumber; Other Vegetables; Urad Dal; Toor Dal; Banana; Sugar; Beans; Root Vegetables; Beans,"15668688 (Root Vegetables) - Conf: 0.3690, Lift: 1.9869, Factor: 1; 15668460 (Gourd & Cucumber) - Conf: 0.3340, Lift: 1.8093, Factor: 1; 15668381 (Other Vegetables) - Conf: 0.3266, Lift: 1.5993, Factor: 1; 15669777 (Urad Dal) - Conf: 0.2888, Lift: 2.5928, Factor: 1; 15669878 (Toor Dal) - Conf: 0.2736, Lift: 1.5952, Factor: 1; 15668478 (Banana) - Conf: 0.2276, Lift: 1.5960, Factor: 1; 15669780 (Sugar) - Conf: 0.2270, Lift: 1.5338, Factor: 1; 15668467 (Beans) - Conf: 0.2151, Lift: 1.5993, Factor: 1; 15668465 (Root Vegetables) - Conf: 0.2000, Lift: 1.5446, Factor: 1; 15668468 (Beans) - Conf: 0.1962, Lift: 1.5525, Factor: 1"
